City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Sivas,TR,39.7916,37.0019,38.03,87,40,11.5,scattered clouds
466,Oktyabrskiy,RU,54.4815,53.471,-3.28,100,91,2.71,overcast clouds
467,Muros,ES,42.7762,-9.0603,52.09,94,99,7.02,overcast clouds
468,Road Town,VG,18.4167,-64.6167,80.69,78,40,6.91,scattered clouds
469,Dudinka,RU,69.4058,86.1778,1.83,97,94,7.58,overcast clouds
470,Richards Bay,ZA,-28.783,32.0377,67.12,78,89,1.57,overcast clouds
471,Shuyskoye,RU,59.3736,41.0305,10.74,97,100,3.36,overcast clouds
472,Bennettsville,US,34.6174,-79.6848,65.08,65,0,0.0,clear sky
473,Villa Maria,AR,-32.4075,-63.2402,95.83,31,28,9.44,scattered clouds
474,Sao Joaquim Do Monte,BR,-8.4325,-35.8044,73.72,70,86,9.91,overcast clouds
475,Salto,UY,-31.3833,-57.9667,90.88,34,0,17.0,clear sky
476,Santa Cruz,BO,-17.8,-63.1667,95.05,26,2,12.66,clear sky
477,Salto De Agua,MX,17.6167,-92.3667,86.76,84,87,5.19,light rain
478,Gorele,TR,41.0308,39.0031,51.21,68,56,3.76,broken clouds
479,Maniitsoq,GL,65.4167,-52.9,29.88,64,100,3.53,overcast clouds
480,Shreveport,US,32.5251,-93.7502,70.02,49,0,10.36,clear sky
481,Auki,SB,-8.7676,160.7034,81.59,81,86,2.66,overcast clouds
482,Dumka,IN,24.2667,87.25,61.75,66,0,5.03,clear sky
483,Port Keats,AU,-14.25,129.55,80.73,80,100,4.18,light rain
484,Yulara,AU,-25.2406,130.9889,69.64,31,0,18.14,clear sky
485,Kenora,CA,49.8167,-94.4337,29.37,100,100,15.01,overcast clouds
486,Benguela,AO,-12.5763,13.4055,77.86,80,100,1.72,overcast clouds
487,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,94,100,18.68,overcast clouds
488,Tongren,CN,27.7172,109.1853,49.77,88,100,10.6,overcast clouds
489,Nsanje,MW,-16.92,35.262,73.8,91,100,5.21,light rain
490,Tooele,US,40.5308,-112.2983,32.97,100,100,12.66,snow
491,Lavrentiya,RU,65.5833,-171.0,13.91,95,52,3.24,broken clouds
492,Kudymkar,RU,59.0173,54.656,10.76,95,100,2.04,overcast clouds
493,Talara,PE,-4.5772,-81.2719,75.96,64,0,14.97,clear sky
494,San Ramon,US,37.7799,-121.978,61.59,54,20,18.41,few clouds
495,Kolyvan,RU,55.3053,82.7391,-14.42,93,100,4.85,overcast clouds
496,Kavieng,PG,-2.5744,150.7967,83.8,63,24,4.9,few clouds
497,Linxia,CN,35.6003,103.2064,18.66,58,2,5.23,clear sky
498,Bang Saphan,TH,11.2126,99.5117,74.28,93,96,2.26,overcast clouds
499,Borba,BR,-4.3878,-59.5939,80.55,73,88,2.75,overcast clouds
500,Dumas,US,35.8656,-101.9732,60.53,17,0,12.66,clear sky
501,Suluq,LY,31.6682,20.2521,60.4,77,0,4.7,clear sky
502,Malkangiri,IN,18.35,81.9,57.43,62,3,2.84,clear sky
503,Kefalos,GR,36.7453,26.9589,55.62,76,40,11.5,thunderstorm with rain
504,Tremedal,BR,-14.9758,-41.4108,70.79,91,100,1.68,overcast clouds
505,Kavaratti,IN,10.5669,72.642,80.69,70,65,2.86,broken clouds
506,Umm Lajj,SA,25.0213,37.2685,78.37,72,100,9.22,overcast clouds
507,Leshukonskoye,RU,64.8989,45.7622,18.3,96,94,4.97,overcast clouds
508,Kudahuvadhoo,MV,2.6708,72.8944,80.08,69,100,5.66,overcast clouds
509,Marsa Matruh,EG,31.3525,27.2453,59.2,63,0,5.75,clear sky
510,Vizinga,RU,61.0749,50.1031,13.55,96,100,4.45,overcast clouds
511,Puerto Colombia,CO,10.9878,-74.9547,82.49,78,97,16.04,overcast clouds
512,Hami,CN,42.8,93.45,7.03,25,0,0.72,clear sky
513,Tibiri,NE,13.5627,7.0485,70.23,21,75,10.2,broken clouds
514,Baruun-Urt,MN,46.6806,113.2792,-16.42,77,100,13.98,overcast clouds
515,Yamada,JP,39.4667,141.95,56.03,90,100,13.02,overcast clouds
516,Iquitos,PE,-3.7481,-73.2472,82.44,78,20,3.44,few clouds
517,Pakxan,LA,18.3778,103.6601,71.94,92,21,3.29,few clouds
518,Bouna,CI,9.2667,-3.0,79.2,33,87,3.27,overcast clouds
519,Kyzyl,RU,51.7,94.45,-16.06,93,99,0.81,overcast clouds
520,Ankazoabo,MG,-22.2833,44.5167,71.85,67,77,7.74,broken clouds
521,Shingu,JP,33.7333,135.9833,65.14,90,100,11.18,light rain
522,La Palma,US,33.8464,-118.0467,66.81,70,75,11.5,broken clouds
523,Sulangan,PH,11.1373,123.7228,82.08,80,68,16.28,broken clouds
524,Fallon,US,39.4735,-118.7774,53.47,20,40,19.57,scattered clouds
525,Mount Gambier,AU,-37.8333,140.7667,56.86,75,52,6.87,broken clouds
526,Abeche,TD,13.8292,20.8324,72.27,18,2,9.62,clear sky
527,Methoni,GR,36.8197,21.7049,53.22,67,1,5.1,clear sky
528,Yarim,YE,14.298,44.3779,47.07,43,4,6.26,clear sky
529,Nicolas Bravo,MX,18.45,-88.9167,80.24,81,54,4.92,light rain
530,Arinos,BR,-15.9169,-46.1056,75.7,76,63,1.66,broken clouds
531,Abu Samrah,SY,35.3029,37.1841,56.79,64,100,17.09,overcast clouds
532,Khani,GE,41.9563,42.9566,47.77,66,89,6.13,overcast clouds
533,Flekkefjord,NO,58.2971,6.6607,42.94,96,100,16.31,light rain
534,Sabana Grande,PR,18.0777,-66.9604,80.76,70,41,1.01,scattered clouds
535,Leh,IN,34.1667,77.5833,12.99,49,1,2.08,clear sky
536,Rutland,US,43.6167,-73.0162,37.8,83,100,8.05,overcast clouds
537,Praia,CV,14.9215,-23.5087,73.94,83,20,16.11,few clouds
538,Olinda,BR,-8.0089,-34.8553,80.33,69,40,8.05,scattered clouds
539,Juneau,US,58.3019,-134.4197,29.21,80,20,6.91,few clouds
540,Saraland,US,30.8207,-88.0706,74.12,61,0,2.8,clear sky
541,Beyneu,KZ,45.3167,55.2,30.69,61,87,9.73,overcast clouds
542,Lugus,PH,5.7036,120.8203,81.97,74,19,2.13,few clouds
543,Kyren,RU,51.6828,102.1408,-8.55,85,95,2.62,overcast clouds
544,Kandi,BJ,11.1342,2.9386,75.06,23,100,4.52,overcast clouds
545,Coronini,RS,44.68,21.6855,37.71,76,60,14.79,broken clouds
546,Nenjiang,CN,49.1833,125.2167,1.92,95,100,12.97,light snow
547,Benoy,TD,8.9833,16.3199,74.41,29,52,5.55,broken clouds
548,Pangnirtung,CA,66.1451,-65.7125,10.4,67,75,13.8,broken clouds
549,Ardahan,TR,41.1087,42.7022,28.26,84,28,3.74,scattered clouds
550,Sanger,US,36.708,-119.556,64.8,39,0,13.8,clear sky
551,Rafraf,TN,37.1904,10.1837,55.71,64,61,10.11,broken clouds
552,Bogomila,MK,41.5931,21.4717,30.38,84,80,0.94,broken clouds
553,Mocajuba,BR,-2.5842,-49.5072,79.93,69,82,2.44,broken clouds
554,Bowen,AU,-20.0167,148.2333,79.57,79,86,2.01,overcast clouds
555,Ust-Ilimsk,RU,58.0006,102.6619,-3.21,96,100,9.42,light snow
556,Visby,SE,57.6409,18.296,37.62,87,100,8.05,overcast clouds
557,Whitehorse,CA,60.7161,-135.0538,5.81,70,75,6.91,light snow
558,Angoche,MZ,-16.2325,39.9086,77.76,84,12,6.78,few clouds
559,Koshurnikovo,RU,54.1667,93.3,-6.48,99,100,1.77,overcast clouds
560,Aguililla,MX,18.7333,-102.7333,82.17,47,18,1.14,light rain
561,Kamenka,RU,51.3223,42.7678,23.34,61,24,9.01,few clouds
562,Palasbari,IN,26.1361,91.5486,61.72,77,0,3.49,clear sky
563,Liverpool,GB,53.4106,-2.9779,43.83,94,20,2.3,fog
564,La Rinconada,ES,37.4873,-5.9826,55.04,64,0,5.75,clear sky
565,Lagoa,PT,39.05,-27.9833,65.88,87,91,31.59,light rain
566,Fort Walton Beach,US,30.4058,-86.6188,73.42,81,0,9.22,clear sky
567,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,2.3,light rain
568,Bathsheba,BB,13.2167,-59.5167,79.41,73,20,14.97,few clouds
569,Pangoa,PE,-12.1167,-73.0,87.3,49,96,0.63,overcast clouds
570,Lingsugur,IN,16.1667,76.5167,69.46,56,9,5.99,clear sky
571,Wasilla,US,61.5814,-149.4394,9.3,85,0,5.75,light snow
572,Clyde River,CA,70.4692,-68.5914,-12.77,77,100,14.97,overcast clouds
573,Alekseyevsk,RU,57.8406,108.3492,-8.61,96,100,8.63,light snow
574,Sabang,ID,5.8933,95.3214,81.34,77,79,9.84,broken clouds
575,Cuauhtemoc,MX,28.4167,-106.8667,64.11,13,3,22.79,clear sky
576,Salalah,OM,17.0151,54.0924,71.69,73,0,5.75,clear sky
577,Mahibadhoo,MV,3.7833,72.9667,79.92,70,100,4.65,overcast clouds
578,Shiyan,CN,32.6475,110.7781,42.67,80,100,1.25,overcast clouds
579,Fredericksburg,US,38.3032,-77.4605,53.55,62,40,9.22,scattered clouds
580,Ambovombe,MG,-25.1667,46.0833,70.93,93,15,5.12,few clouds
581,Bubaque,GW,11.2833,-15.8333,81.18,60,38,10.33,scattered clouds
582,Sadovoye,RU,47.7764,44.5089,27.18,46,36,12.39,scattered clouds
583,Peru,US,40.7537,-86.0689,43.77,74,100,3.44,overcast clouds
584,Kargasok,RU,59.0556,80.8572,-10.68,94,38,7.07,scattered clouds
585,Sisimiut,GL,66.9395,-53.6735,21.47,74,100,7.45,overcast clouds
586,San Alberto,CO,7.7611,-73.3922,78.42,91,100,2.57,overcast clouds
587,Monmouth,US,40.3001,-74.1663,49.06,68,0,17.27,clear sky
588,Ludvika,SE,60.1496,15.1878,33.78,98,100,4.88,overcast clouds
589,Krasnokamensk,RU,50.0979,118.0369,-9.36,88,100,11.3,overcast clouds
590,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,93,75,11.5,broken clouds
591,Kulhudhuffushi,MV,6.6221,73.07,79.97,72,100,1.28,overcast clouds
592,Ryotsu,JP,38.0833,138.4333,58.75,77,100,11.43,overcast clouds
593,Nha Trang,VN,12.25,109.1833,75.2,92,28,4.68,scattered clouds
594,Penzance,GB,50.1186,-5.5371,45.28,77,10,14.92,clear sky
595,Aksarka,RU,66.5606,67.7975,12.88,96,100,4.41,overcast clouds
596,Boguchany,RU,58.3814,97.4531,-1.93,95,100,10.18,light snow
597,Margate,GB,51.3813,1.3862,47.3,93,56,1.01,broken clouds
598,San Cristobal,VE,7.7669,-72.225,69.98,91,98,2.06,overcast clouds
599,Opole Lubelskie,PL,51.1478,21.969,32.81,85,97,10.31,overcast clouds
600,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,90,85,16.98,overcast clouds
601,Ronne,DK,55.1009,14.7066,42.71,70,75,17.27,broken clouds
602,Saint-Augustin,CA,51.226,-58.6502,29.97,89,100,8.46,overcast clouds
603,Bangassou,CF,4.7413,22.8184,70.09,91,51,2.01,broken clouds
604,Katherine,AU,-14.4667,132.2667,77.32,88,100,8.05,overcast clouds
605,Sorong,ID,-0.8833,131.25,80.29,80,100,1.41,moderate rain
606,Hobyo,SO,5.3505,48.5268,79.99,75,74,15.21,broken clouds
607,Urengoy,RU,65.9667,78.3667,0.3,94,100,7.65,overcast clouds
608,Yermekeyevo,RU,54.0761,53.6712,2.59,98,25,4.47,scattered clouds
609,Ocos,GT,14.5094,-92.1933,86.18,74,97,4.14,light rain
610,Sivaki,RU,52.6333,126.75,-10.8,84,100,9.71,overcast clouds
611,Vanimo,PG,-2.6741,141.3028,79.34,84,100,3.56,overcast clouds
612,Sideropolis,BR,-28.5978,-49.4244,64.92,98,100,1.19,overcast clouds
613,Urusha,RU,54.05,122.9,-15.86,89,100,4.68,overcast clouds
614,Strezhevoy,RU,60.7333,77.5889,-16.22,99,72,4.47,broken clouds
615,Mayskiy,RU,47.6931,40.1025,31.41,51,11,14.65,few clouds
616,Chumikan,RU,54.7183,135.315,-6.77,85,8,10.74,clear sky
617,Taoudenni,ML,22.6783,-3.9836,67.32,21,99,12.15,overcast clouds
618,Tadine,NC,-21.55,167.8833,81.46,76,15,12.84,few clouds
619,Mikuni,JP,36.2171,136.1519,71.51,72,100,22.15,overcast clouds
620,Safranbolu,TR,41.2508,32.6942,40.6,81,100,3.18,overcast clouds
621,Srednekolymsk,RU,67.45,153.6833,-14.31,98,100,8.95,light snow
622,Sakakah,SA,29.9697,40.2064,60.37,56,100,8.1,overcast clouds
623,Namatanai,PG,-3.6667,152.4333,84.45,66,88,3.83,overcast clouds
624,North Bend,US,43.4065,-124.2243,49.06,93,20,5.75,few clouds
625,San Martin,AR,-33.081,-68.4681,95.54,13,2,11.03,clear sky
626,Oranjestad,AW,12.524,-70.027,76.95,95,40,4.61,scattered clouds
627,Vite,IN,17.2833,74.55,72.57,50,74,10.31,broken clouds
628,Madison Heights,US,42.4859,-83.1052,41.9,69,9,5.01,clear sky
629,Nombre De Dios,MX,23.85,-104.2333,76.55,21,1,15.84,clear sky
630,Dalby,AU,-27.1833,151.2667,76.15,58,100,4.65,overcast clouds
631,Gayeri,BF,12.6497,0.4931,74.57,17,79,7.56,broken clouds
632,Bousse,BF,12.6606,-1.8922,76.84,15,100,8.99,overcast clouds
633,Tazovskiy,RU,67.4667,78.7,9.82,95,100,6.42,light snow
634,Bondoukou,CI,8.0333,-2.8,76.6,65,96,4.41,overcast clouds
635,Ormara,PK,25.2088,64.6357,75.15,64,100,5.77,overcast clouds
636,Benito Juarez,MX,19.385,-99.165,71.42,43,75,11.5,broken clouds
637,Buraydah,SA,26.326,43.975,66.65,25,100,10.47,overcast clouds
638,Chapais,CA,49.7834,-74.8492,17.38,98,99,3.09,overcast clouds
639,Sovetskiy,RU,61.3614,63.5842,2.26,92,100,3.98,overcast clouds
640,Grafton,US,42.207,-71.6856,45.16,66,0,8.05,clear sky
641,Waingapu,ID,-9.6567,120.2641,78.31,86,99,5.19,overcast clouds
642,Desert Hot Springs,US,33.9611,-116.5017,70.3,31,0,3.44,clear sky
643,Bhum,IN,18.4667,75.6667,67.86,52,6,7.65,clear sky
644,Mattru,SL,7.6244,-11.8332,74.39,91,75,2.82,broken clouds
645,La Asuncion,VE,11.0333,-63.8628,85.73,74,100,13.8,light rain
646,Sabla,NG,12.7525,4.7077,73.54,20,93,8.88,overcast clouds
647,Shatki,RU,55.1887,44.1249,7.9,94,15,5.26,few clouds
648,Flinders,AU,-34.5833,150.8552,68.25,52,8,7.0,clear sky
649,Warri,NG,5.5167,5.75,77.92,80,42,4.47,scattered clouds
650,Manavalakurichi,IN,8.1333,77.3,76.51,85,77,2.3,broken clouds
651,Inongo,CD,-1.95,18.2667,71.19,92,80,0.98,broken clouds
652,Constancia,MX,24.2231,-107.1869,83.1,22,0,10.71,clear sky
653,Fort Frances,CA,48.5999,-93.4003,30.42,66,100,5.75,snow
654,Kibre Mengist,ET,5.8833,38.9833,60.78,72,98,1.66,overcast clouds
655,South River,US,40.4465,-74.386,48.13,69,94,1.99,overcast clouds
656,Aukra,NO,62.7925,6.919,48.09,46,75,8.05,broken clouds
657,Loreto,MX,22.2667,-101.9667,73.69,23,29,13.4,scattered clouds
658,Annonay,FR,45.2397,4.6708,43.45,90,100,2.42,overcast clouds
659,Muhos,FI,64.808,25.9931,28.89,95,100,5.21,overcast clouds
660,Kirakira,SB,-10.4544,161.9205,83.23,75,100,6.42,overcast clouds
661,Les Herbiers,FR,46.8667,-1.0167,44.31,89,1,5.17,clear sky
662,Effingham,US,32.3669,-81.3332,69.75,73,0,7.31,clear sky
663,Porto Velho,BR,-8.7619,-63.9039,78.85,78,20,8.05,few clouds
664,Afikpo,NG,5.8931,7.9374,77.41,76,30,6.33,scattered clouds
665,Harlingen,US,26.1906,-97.6961,80.55,89,100,12.66,overcast clouds
666,Raudeberg,NO,61.9875,5.1352,47.86,55,100,4.27,overcast clouds
667,Nalut,LY,30.3333,10.85,61.0,57,100,3.74,overcast clouds
668,Assiniboia,CA,49.6334,-105.9845,13.82,79,100,28.77,light snow
669,Englewood,US,39.6478,-104.9878,55.47,24,75,12.66,broken clouds
670,Vitim,RU,59.4511,112.5578,-11.25,94,100,7.63,overcast clouds
671,Himatangi,NZ,-40.4,175.3167,63.86,71,100,13.0,light rain
672,Mosjoen,NO,65.836,13.1908,42.67,75,0,5.01,clear sky
673,Ornskoldsvik,SE,63.2909,18.7153,34.75,100,100,4.61,overcast clouds
674,Abnub,EG,27.2696,31.1511,59.22,36,53,3.8,broken clouds
675,Leicester,GB,52.6386,-1.1317,44.74,92,5,2.24,clear sky
676,Suntar,RU,62.1444,117.6319,-26.97,98,39,3.8,scattered clouds
677,Mayumba,GA,-3.432,10.6554,76.08,85,100,0.96,overcast clouds
678,Estevan,CA,49.1334,-102.9842,17.94,86,100,31.07,overcast clouds
679,Laurel,US,39.0993,-76.8483,52.0,65,100,8.05,overcast clouds
680,Were Ilu,ET,10.6,39.4333,47.8,82,62,5.82,broken clouds
681,Astana,KZ,51.1801,71.446,-4.05,54,0,17.9,clear sky
682,Kaitong,CN,44.8135,123.15,6.37,47,58,20.4,broken clouds
683,Tessalit,ML,20.1986,1.0114,72.86,16,100,8.05,overcast clouds
684,Salekhard,RU,66.53,66.6019,11.7,91,100,5.55,overcast clouds
685,Tilichiki,RU,60.4667,166.1,32.65,88,93,24.79,light snow
686,Gdov,RU,58.7406,27.8122,26.49,94,98,7.4,overcast clouds
687,Morehead,US,37.2711,-87.1764,50.99,81,100,0.0,overcast clouds
688,Sept-Iles,CA,50.2001,-66.3821,24.8,64,20,14.97,few clouds
689,Redding,US,40.5865,-122.3917,60.57,38,0,6.91,clear sky
690,Nizwa,OM,22.9333,57.5333,69.39,46,0,3.94,clear sky
691,Buala,SB,-8.145,159.5921,82.33,78,100,5.91,light rain
692,Acarau,BR,-2.8856,-40.12,79.27,76,100,14.23,overcast clouds
693,Teguldet,RU,57.3064,88.1667,-7.1,93,95,6.53,overcast clouds
694,Chinsali,ZM,-10.5414,32.0816,65.52,80,99,4.21,overcast clouds
695,Taldan,RU,53.6667,124.8,-21.95,93,96,4.88,overcast clouds
696,Hede,CN,33.7681,120.2517,51.17,68,100,23.09,overcast clouds
697,Carutapera,BR,-1.195,-46.02,78.73,80,60,6.71,broken clouds
